Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P;2P;2PA;2P;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
190;Jrue Holiday;PG;25;NOP;47;14;26.1;5.7;13.1;0.438;1.2;3.5;0.341;4.6;9.6;0.472;0.483;2.4;3;0.799;0.5;2.4;2.9;5.5;1.2;0.4;2.2;2.2;15
198;Marcelo Huertas;PG;32;LAL;29;0;11.4;1.1;2.8;0.39;0.3;0.9;0.296;0.8;1.9;0.436;0.439;0.2;0.2;1;0.3;0.9;1.3;2.4;0.4;0.1;1.1;1.2;2.7
206;Kyrie Irving;PG;23;CLE;26;26;29.8;7.4;16;0.464;1.3;4.3;0.295;6.2;11.7;0.526;0.504;2.8;3.3;0.871;0.9;2.2;3.1;4.5;0.9;0.2;2;1.8;19
207;Jarrett Jack;PG;32;BRK;32;32;32.1;4.4;11.2;0.391;1;3.2;0.304;3.4;8;0.426;0.434;3.1;3.5;0.893;0.3;4;4.3;7.4;1.1;0.2;2.9;2.4;12.8
208;Reggie Jackson;PG;25;DET;53;53;31;7.1;16.1;0.442;1.5;4.1;0.37;5.6;12;0.466;0.489;3.4;4.1;0.83;0.8;2.6;3.4;6.2;0.8;0.1;2.7;2.2;19.1
214;Brandon Jennings;PG;26;DET;23;1;18.1;2.3;6.2;0.373;1;3.3;0.312;1.3;2.8;0.446;0.458;1.2;1.7;0.711;0.2;1.8;2;3;0.5;0.1;1;1;6.8
227;Tyus Jones;PG;19;MIN;10;0;11;1.2;3.6;0.333;0.2;0.5;0.4;1;3.1;0.323;0.361;0.4;0.6;0.667;0.3;1.5;1.8;1.9;0.4;0.1;0.8;0.6;3
229;Cory Joseph;PG;24;TOR;52;0;25.8;3.3;7.1;0.459;0.3;1.2;0.258;3;5.9;0.5;0.481;1.9;2.5;0.75;0.5;2.2;2.6;3.1;0.8;0.3;1.3;1.7;8.8
243;Shane Larkin;PG;23;BRK;50;5;20.6;2.7;6;0.442;0.5;1.5;0.356;2.1;4.6;0.469;0.485;0.8;1;0.804;0.2;2;2.3;3.9;1.2;0.2;1.8;1.6;6.7
245;Zach LaVine;PG;20;MIN;54;7;24.4;4.8;11.1;0.434;1.1;3.1;0.345;3.8;8.1;0.468;0.482;2.1;2.6;0.8;0.4;2.6;2.9;3.2;0.6;0.2;1.9;2.4;12.8
246;Ty Lawson;PG;28;HOU;48;12;23.4;2.2;5.7;0.392;0.6;1.9;0.337;1.6;3.8;0.42;0.449;1.1;1.6;0.705;0.4;1.4;1.8;3.6;0.8;0.1;1.6;1.4;6.3
253;Damian Lillard;PG;25;POR;47;47;36.1;8.2;19.7;0.418;2.9;8.1;0.363;5.3;11.6;0.456;0.492;4.9;5.7;0.861;0.7;3.7;4.4;7.3;1;0.3;3.3;2.4;24.3
254;Jeremy Lin;PG;27;CHO;50;11;26.9;4.1;9.7;0.42;1;3;0.327;3.1;6.7;0.462;0.471;3;3.8;0.8;0.6;2.7;3.3;3.3;0.7;0.6;1.9;2.3;12.1
255;Shaun Livingston;PG;30;GSW;49;2;19.3;2.7;5.1;0.54;0;0.2;0.167;2.7;4.8;0.559;0.544;1;1.1;0.889;0.6;1.3;1.9;2.9;0.7;0.2;0.9;1.7;6.5
260;Kyle Lowry;PG;29;TOR;52;52;36.8;6.6;15.6;0.425;2.8;7.1;0.392;3.8;8.4;0.453;0.515;4.9;5.8;0.857;0.7;4.2;4.9;6.3;2.2;0.5;2.9;2.7;21
262;Shelvin Mack;PG;25;ATL;24;0;7.5;1.7;4;0.421;0.2;1.1;0.148;1.5;2.8;0.529;0.442;0.4;0.5;0.75;0.1;0.8;0.9;1.6;0.3;0;0.6;0.3;3.9
266;Kendall Marshall;PG;24;PHI;14;5;14.3;1.4;4.4;0.328;0.4;1.6;0.261;1;2.7;0.368;0.377;0.3;0.4;0.667;0.1;0.9;0.9;3.2;0.5;0;2.2;0.9;3.6
273;Ray McCallum;PG;24;SAS;25;3;9.6;1;2.5;0.419;0.2;0.6;0.333;0.8;1.9;0.447;0.46;0.3;0.3;1;0.2;1;1.2;1.2;0.2;0.2;0.4;0.6;2.6
275;T.J. McConnell;PG;23;PHI;53;17;20.9;2.7;5.8;0.469;0.4;1.3;0.343;2.3;4.5;0.504;0.507;0.3;0.5;0.607;0.6;3;3.6;4.8;1.3;0.2;2;1.5;6.2
282;Jordan McRae;PG;24;PHO;6;0;11.3;1.5;3.5;0.429;0.3;1.5;0.222;1.2;2;0.583;0.476;1.5;1.8;0.818;0.2;0.8;1;1.2;0.3;0;0.8;0.7;4.8
289;Andre Miller;PG;39;MIN;26;0;10.8;1.4;2.2;0.621;0;0.2;0.25;1.3;2.1;0.648;0.629;0.6;0.7;0.789;0.2;0.7;0.9;2.2;0.3;0;1;1.2;3.4
291;Patrick Mills;PG;27;SAS;53;2;20.2;3.3;7.3;0.446;1.5;3.7;0.393;1.8;3.6;0.5;0.545;0.4;0.5;0.75;0.3;1.7;2;2.6;0.8;0.1;0.9;1.2;8.4
304;Emmanuel Mudiay;PG;19;DEN;40;38;30.2;4.3;12.5;0.34;0.8;2.9;0.272;3.5;9.7;0.36;0.371;2.1;3.5;0.616;0.5;2.8;3.2;5.9;1.1;0.6;3.5;2;11.4
308;Shabazz Napier;PG;24;ORL;44;0;12.1;1.4;4;0.345;0.6;1.9;0.329;0.7;2;0.36;0.425;0.7;0.9;0.763;0.2;0.9;1.1;2;0.5;0;1;0.8;4
310;Jameer Nelson;PG;33;DEN;38;15;27.1;3;8.1;0.369;1.1;3.8;0.299;1.8;4.3;0.432;0.44;0.8;0.9;0.857;0.5;2.5;3;5;0.7;0.1;1.7;2.6;7.9
311;Raul Neto;PG;23;UTA;51;50;20.5;2.4;5.7;0.423;0.9;2.2;0.396;1.5;3.5;0.439;0.498;0.5;0.7;0.703;0.3;1.3;1.5;2.5;0.9;0;1.4;1.7;6.2
329;Tony Parker;PG;33;SAS;48;48;26.7;5;9.7;0.516;0.3;0.8;0.432;4.7;9;0.523;0.533;1.6;2.2;0.76;0.3;2.3;2.6;5.1;0.9;0.1;1.7;1.6;12
333;Chris Paul;PG;30;LAC;48;48;33;7;15.3;0.456;1.6;4.2;0.378;5.4;11.1;0.486;0.508;3.8;4.3;0.88;0.6;3.3;3.8;9.4;2.1;0.2;2.8;2.7;19.3
335;Cameron Payne;PG;21;OKC;37;0;12.2;2.2;5;0.435;0.8;2.1;0.397;1.3;2.9;0.462;0.519;0.3;0.4;0.769;0.2;1.5;1.7;2.1;0.7;0.1;0.6;1.4;5.4
336;Elfrid Payton;PG;21;ORL;48;47;29.9;4.5;10.5;0.426;0.4;1.2;0.362;4;9.3;0.434;0.447;1.7;2.7;0.615;1;2.6;3.6;5.8;1.3;0.3;2.4;2.3;11.1
348;Phil Pressey;PG;24;PHI;14;0;12.1;1.5;3.9;0.382;0.3;0.9;0.308;1.2;3;0.405;0.418;0.6;1.3;0.5;0;1.6;1.6;3.3;0.8;0.1;1.4;1;3.9
349;Ronnie Price;PG;32;PHO;34;1;14.8;1.4;3.6;0.382;0.9;2.5;0.381;0.4;1.1;0.385;0.512;0.5;0.6;0.895;0.3;0.8;1.1;1.7;1.1;0.1;0.8;2.3;4.2
350;Pablo Prigioni;PG;38;LAC;33;1;13.5;0.8;2;0.388;0.4;1.3;0.279;0.4;0.7;0.583;0.478;0.1;0.1;1;0.7;1.2;1.8;2;1;0;0.8;1.4;2
359;Brian Roberts;PG;30;CHO;30;0;11.1;1.7;3.8;0.443;0.3;0.9;0.333;1.4;2.9;0.477;0.483;1.1;1.2;0.919;0.1;0.8;1;1.3;0.2;0;0.5;0.8;4.8
360;Nate Robinson;PG;31;NOP;2;1;11.5;0;0.5;0;0;0.5;0;0;0;;0;0;0;;0;0;0;2;0.5;0;0;2.5;0
363;Rajon Rondo;PG;29;SAC;51;51;35.1;4.9;10.9;0.452;0.8;2.1;0.358;4.2;8.8;0.475;0.487;1.3;2.2;0.575;1.2;5.1;6.3;11.9;1.9;0.2;3.9;2.3;11.9
364;Derrick Rose;PG;27;CHI;45;45;32.2;6.5;16;0.408;0.6;2.3;0.255;5.9;13.7;0.433;0.426;2.3;2.8;0.797;0.7;2.9;3.5;4.8;0.6;0.3;2.7;1.6;15.9
366;Terry Rozier;PG;21;BOS;18;0;5.9;0.7;2.7;0.245;0.1;0.7;0.167;0.6;2.1;0.27;0.265;0.2;0.2;1;0.4;0.6;1.1;0.6;0;0;0.4;0.6;1.6
367;Ricky Rubio;PG;25;MIN;48;48;30.3;2.8;7.8;0.361;0.6;2.2;0.292;2.2;5.6;0.388;0.402;3.5;4.2;0.826;0.6;3.8;4.4;8.6;2.2;0.1;2.3;2.6;9.7
370;D'Angelo Russell;PG;19;LAL;53;22;27.1;4.7;11.4;0.415;1.5;4.6;0.332;3.2;6.8;0.472;0.483;1.2;1.8;0.699;0.6;3;3.6;3.3;1.2;0.2;2.4;1.7;12.2
373;Dennis Schroder;PG;22;ATL;53;6;20.7;4;9.7;0.413;1;3.1;0.333;3;6.6;0.45;0.466;1.7;2.1;0.788;0.4;2.4;2.8;4.5;1;0.1;2.1;1.6;10.7
378;Ramon Sessions;PG;29;WAS;51;0;20.4;3.2;6.9;0.47;0.5;1.4;0.315;2.8;5.5;0.511;0.503;3;3.9;0.768;0.3;2.3;2.5;2.8;0.7;0.1;1.4;1.4;9.9
382;Donald Sloan;PG;28;BRK;34;17;19.9;2.1;4.9;0.435;0.6;1.5;0.431;1.5;3.4;0.436;0.5;0.9;1.3;0.744;0.4;2.4;2.8;4.1;0.5;0;1.4;1.1;5.9
383;Marcus Smart;PG;21;BOS;34;8;27.1;3.3;9;0.363;1.2;4.2;0.287;2.1;4.8;0.429;0.43;2.1;2.9;0.753;1.2;2.9;4.1;3;1.7;0.3;1.3;2.9;9.9
384;Ish Smith;PG;27;TOT;48;24;26.5;4.9;12;0.405;0.4;1.4;0.279;4.5;10.6;0.422;0.421;1.5;2.1;0.737;0.5;3;3.6;6.6;1.1;0.3;2.1;1.6;11.7
384;Ish Smith;PG;27;NOP;27;3;22.9;3.6;8.4;0.43;0.4;1.2;0.303;3.3;7.2;0.451;0.452;1.2;1.6;0.767;0.5;2.9;3.4;5.7;0.9;0.2;1.7;1.4;8.9
384;Ish Smith;PG;27;PHI;21;21;31.2;6.5;16.7;0.389;0.4;1.7;0.257;6;15;0.403;0.401;1.9;2.7;0.714;0.6;3.2;3.8;7.9;1.5;0.3;2.7;1.9;15.3
388;Russ Smith;PG;24;MEM;15;0;4.4;0.5;1.5;0.318;0.1;0.3;0.2;0.4;1.1;0.353;0.341;0.5;0.9;0.615;0.1;0.5;0.6;0.7;0.3;0.1;0.5;0.3;1.5
396;Rodney Stuckey;PG;29;IND;33;0;25;3.6;8.8;0.41;0.3;1.5;0.208;3.3;7.3;0.45;0.428;2.3;2.8;0.828;0.5;3;3.4;2.6;0.8;0.2;1.5;1.4;9.8
399;Jeff Teague;PG;27;ATL;52;51;28.6;5.3;12.2;0.432;1.2;3;0.408;4;9.2;0.44;0.483;3.3;3.9;0.849;0.4;2.2;2.7;5.5;1.3;0.3;2.8;2.1;15.1
403;Isaiah Thomas;PG;26;BOS;55;52;32.5;7;16.5;0.423;1.9;5.6;0.347;5;10.9;0.462;0.482;5.7;6.3;0.897;0.5;2.5;3;6.6;1.2;0.1;2.7;2.1;21.5
415;Beno Udrih;PG;33;TOT;41;5;16.3;2;4.5;0.446;0.3;1;0.341;1.7;3.5;0.476;0.484;0.4;0.4;0.944;0.2;1.5;1.7;2.7;0.3;0;1.2;1.2;4.8
415;Beno Udrih;PG;33;MEM;8;0;15;2.5;5.8;0.435;0.5;1.4;0.364;2;4.4;0.457;0.478;0.4;0.4;1;0.3;0.9;1.1;3.3;0.4;0.1;1.4;1.4;5.9
415;Beno Udrih;PG;33;MIA;33;5;16.6;1.9;4.2;0.449;0.3;0.9;0.333;1.6;3.3;0.481;0.486;0.4;0.5;0.933;0.2;1.6;1.8;2.6;0.3;0;1.1;1.1;4.5
418;Greivis Vasquez;PG;29;MIL;16;0;22.6;2.4;7;0.348;0.9;3.4;0.259;1.6;3.6;0.431;0.411;1.4;1.6;0.88;0.3;2.1;2.3;4.4;0.4;0;1.9;2.1;7.1
426;Kemba Walker;PG;25;CHO;52;52;35.8;7;16.7;0.423;1.9;5.2;0.365;5.1;11.4;0.449;0.48;4.5;5.3;0.851;0.8;3.6;4.4;5;1.8;0.6;2.2;1.3;20.5
427;John Wall;PG;25;WAS;51;51;36.1;7.5;17.5;0.428;1.5;4.4;0.35;5.9;13.1;0.454;0.471;3.5;4.5;0.784;0.6;3.9;4.5;9.9;2.1;0.8;4.3;2.1;20
429;C.J. Watson;PG;31;ORL;8;0;19.5;1.8;4.8;0.368;0.6;2;0.313;1.1;2.8;0.409;0.434;0.6;0.9;0.714;0.5;1.5;2;3.1;1;0;0.8;1.3;4.8
432;Russell Westbrook;PG;27;OKC;54;54;34.3;8.5;18.6;0.458;1.2;4;0.296;7.3;14.6;0.503;0.49;5.9;7.2;0.822;1.8;5.8;7.6;10;2.3;0.2;4.2;2.5;24.1
437;Deron Williams;PG;31;DAL;46;44;32.1;5;12.1;0.412;1.4;4.2;0.337;3.6;7.9;0.452;0.47;2.7;3.1;0.887;0.3;2.6;2.9;5.4;1;0.2;2.3;2.3;14.1
439;Elliot Williams;PG;26;MEM;5;0;9;0.4;2;0.2;0.2;0.8;0.25;0.2;1.2;0.167;0.25;0.6;0.8;0.75;0.2;0.6;0.8;0.8;0;0;0.2;0.4;1.6
442;Mo Williams;PG;33;CLE;34;14;20.2;3.6;8.1;0.442;0.9;2.6;0.33;2.7;5.5;0.495;0.495;1.1;1.2;0.905;0.1;1.8;1.9;2.7;0.3;0.1;1.6;1.6;9.1
448;Delon Wright;PG;23;TOR;14;0;2.9;0.3;1;0.286;0.1;0.2;0.667;0.1;0.8;0.182;0.357;0.2;0.4;0.5;0.1;0.4;0.5;0.3;0.1;0;0.2;0.2;0.9
449;Tony Wroten;PG;22;PHI;8;3;18;2.8;8.1;0.338;0.4;2.1;0.176;2.4;6;0.396;0.362;2.5;4.6;0.541;0.3;2.4;2.6;2.5;0.4;0;3.6;1.4;8.4
451;Joseph Young;PG;23;IND;28;0;9.1;1.5;3.8;0.393;0.3;1;0.276;1.2;2.8;0.436;0.43;0.6;0.8;0.783;0.2;0.9;1.1;1.5;0.4;0;0.8;0.7;3.9
10;Tony Allen;SF;34;MEM;46;39;24.7;2.7;6.3;0.427;0.2;0.6;0.407;2.4;5.7;0.429;0.446;1;1.8;0.593;1.6;3.2;4.8;0.9;1.6;0.3;0.9;2.8;6.6
11;Al-Farouq Aminu;SF;25;POR;54;54;29.3;3.8;9.2;0.409;1.5;4.2;0.35;2.3;5;0.459;0.489;1.4;2;0.717;1.2;5.1;6.4;1.6;0.9;0.6;1.6;2.2;10.4
16;Kyle Anderson;SF;22;SAS;49;3;13.1;1.4;3.1;0.464;0.1;0.4;0.316;1.3;2.7;0.485;0.484;0.8;1.1;0.736;0.3;2;2.2;1.3;0.5;0.4;0.6;1;3.8
18;Giannis Antetokounmpo;SF;21;MIL;52;51;34.6;6;11.9;0.505;0.3;1.3;0.239;5.7;10.6;0.537;0.518;3.6;4.7;0.758;1.4;5.7;7.1;2.8;1;1.2;2.5;3.4;15.9
19;Thanasis Antetokounmpo;SF;23;NYK;2;0;3;1.5;2;0.75;0;0.5;0;1.5;1.5;1;0.75;0;0;;0;0.5;0.5;0;0;0;0;1;3
20;Carmelo Anthony;SF;31;NYK;48;48;34.8;7.5;17.6;0.426;1.3;4.1;0.327;6.2;13.5;0.455;0.463;5;6.1;0.82;1.4;6.5;7.9;4.2;0.9;0.5;2.5;2.5;21.4
23;Trevor Ariza;SF;30;HOU;54;54;34.7;4.3;10.5;0.411;2.3;6;0.377;2;4.5;0.456;0.519;1.4;1.9;0.725;0.8;3.8;4.6;1.9;1.9;0.3;1.4;2.1;12.3
28;Luke Babbitt;SF;26;NOP;24;5;13.5;1.3;3.5;0.373;0.8;2.3;0.327;0.5;1.2;0.464;0.482;0.4;0.5;0.692;0.3;2;2.3;0.4;0.1;0.1;0.2;1.6;3.7
33;Harrison Barnes;SF;23;GSW;36;29;29.5;4.7;10;0.469;1.3;3.2;0.391;3.4;6.8;0.506;0.532;1.6;1.9;0.826;1.1;3.4;4.6;1.8;0.8;0.2;1;2.1;12.2
34;Matt Barnes;SF;35;MEM;49;18;26.3;3.1;7.7;0.404;1.5;4.3;0.34;1.7;3.4;0.485;0.499;1.1;1.3;0.815;1;4.1;5.1;1.8;1.1;0.8;1.3;3.1;8.8
40;Kent Bazemore;SF;26;ATL;50;43;28.5;4.5;10;0.45;1.6;4.1;0.39;2.9;5.9;0.492;0.53;1.8;2.1;0.83;0.4;4.6;5;2.4;1.3;0.4;1.9;2.3;12.4
51;Bojan Bogdanovic;SF;26;BRK;54;17;26.2;3.5;8.2;0.428;1.4;3.8;0.366;2.1;4.4;0.481;0.512;1;1.2;0.818;0.5;2.7;3.2;1;0.4;0.1;1.2;1.4;9.4
58;Corey Brewer;SF;29;HOU;55;12;21.3;2.7;7.1;0.38;0.9;3;0.293;1.8;4.1;0.444;0.442;1.3;1.7;0.802;0.5;2;2.5;1.5;1.1;0.2;1.1;2.2;7.6
60;Anthony Brown;SF;23;LAL;25;8;19;1.3;4;0.317;0.7;2.3;0.298;0.6;1.8;0.341;0.401;0.6;0.7;0.824;0.3;1.9;2.2;0.5;0.4;0.2;0.6;1;3.8
63;Kobe Bryant;SF;37;LAL;45;45;29.3;5.8;16.7;0.349;2;7.1;0.28;3.8;9.6;0.4;0.409;3.3;4.1;0.803;0.7;3.5;4.2;3.4;1;0.2;2.2;1.9;16.9
64;Chase Budinger;SF;27;IND;41;2;15.5;1.7;4.1;0.407;0.4;1.5;0.295;1.2;2.6;0.472;0.461;0.8;1.1;0.705;0.6;1.9;2.5;1;0.6;0.2;0.6;0.9;4.5
65;Reggie Bullock;SF;24;DET;18;0;4.9;0.1;1.1;0.053;0.1;0.6;0.1;0;0.5;0;0.079;0.2;0.2;1;0.2;0.3;0.4;0.2;0.1;0;0.1;0.3;0.3
68;Caron Butler;SF;35;SAC;9;1;9.6;1.2;2.9;0.423;0.1;0.9;0.125;1.1;2;0.556;0.442;0.1;0.2;0.5;0.3;0.9;1.2;0.3;0.6;0;0.2;0.8;2.7
70;Rasual Butler;SF;36;SAS;36;0;8.9;1;2.2;0.456;0.3;1.1;0.308;0.7;1.1;0.6;0.532;0.2;0.3;0.727;0;1.2;1.2;0.6;0.3;0.5;0.2;0.2;2.6
71;Bruno Caboclo;SF;20;TOR;3;0;1.3;0;0.7;0;0;0;;0;0.7;0;0;0;0;;0;0.3;0.3;0;0.3;0;0.3;0;0
76;DeMarre Carroll;SF;29;TOR;23;22;32;4.3;11.1;0.388;1.8;4.8;0.378;2.5;6.3;0.396;0.471;1.2;2.1;0.583;1.2;3.6;4.8;1;1.7;0.2;1.2;2.5;11.7
79;Omri Casspi;SF;27;SAC;48;19;29.3;4.5;9.2;0.488;1.9;4.4;0.422;2.6;4.8;0.547;0.588;1.3;2;0.635;0.7;5.6;6.3;1.4;0.8;0.3;1.4;2.4;12.1
93;Robert Covington;SF;25;PHI;44;30;27;3.7;9.8;0.378;2.1;6.3;0.338;1.5;3.4;0.45;0.487;1.9;2.4;0.788;0.9;4.9;5.8;1.4;1.6;0.6;2.4;3.4;11.4
96;Jae Crowder;SF;25;BOS;55;55;32.1;4.9;10.9;0.448;1.7;4.9;0.352;3.2;6.1;0.524;0.526;2.6;3.1;0.825;0.9;4.2;5.1;1.9;1.8;0.5;1.2;2.6;14.1
97;Dante Cunningham;SF;28;NOP;51;17;20.1;1.7;3.8;0.443;0.6;1.8;0.337;1.1;2;0.539;0.523;0.4;0.5;0.692;0.6;2.3;3;0.6;0.5;0.4;0.3;2;4.3
107;Sam Dekker;SF;21;HOU;3;0;2;0;0;;0;0;;0;0;;;0;0;;0;0.3;0.3;0;0.3;0;0;0;0
109;Luol Deng;SF;30;MIA;46;45;31.3;3.8;8.8;0.43;1.2;3.4;0.361;2.6;5.4;0.474;0.5;1.7;2.2;0.782;1;3.7;4.7;1.5;0.9;0.3;0.9;1.6;10.6
119;Mike Dunleavy;SF;35;CHI;3;2;13.7;1.7;4.7;0.357;1;1.7;0.6;0.7;3;0.222;0.464;0.7;0.7;1;0;0.7;0.7;1;0.3;0;0.7;2;5
120;Kevin Durant;SF;27;OKC;47;47;36;9.5;18.6;0.508;2.4;6.2;0.394;7;12.4;0.565;0.574;6.3;7.1;0.895;0.6;7.4;7.9;4.5;1;1.2;3.1;1.7;27.7
121;Cleanthony Early;SF;24;NYK;10;0;3.4;0.3;0.6;0.5;0.1;0.4;0.25;0.2;0.2;1;0.583;0;0;;0;0.2;0.2;0.1;0.1;0.1;0.1;0.3;0.7
122;Jarell Eddie;SF;24;WAS;14;0;5.6;0.9;2.7;0.342;0.9;2.3;0.375;0.1;0.4;0.167;0.5;0.3;0.3;1;0.1;0.9;0.9;0.1;0.1;0.1;0.1;0.2;3
125;James Ennis;SF;25;MEM;7;0;4;0.4;1.1;0.375;0.3;0.7;0.4;0.1;0.4;0.333;0.5;0.7;1.1;0.625;0.3;0.4;0.7;0.3;0.4;0.3;0.3;0.1;1.9
127;Jeremy Evans;SF;28;DAL;29;2;8.6;0.9;1.6;0.532;0.1;0.5;0.2;0.8;1.1;0.688;0.564;0.5;0.7;0.714;0.4;1.5;1.9;0.1;0.2;0.3;0.2;0.7;2.3
134;Evan Fournier;SF;23;ORL;52;44;31.5;5;11.2;0.445;2;5;0.398;3;6.1;0.483;0.534;2.1;2.6;0.827;0.4;2.5;2.9;2.6;1.3;0;1.6;2.5;14
139;Danilo Gallinari;SF;27;DEN;48;48;34.8;5.4;13.3;0.409;1.7;4.6;0.365;3.8;8.7;0.433;0.473;7.2;8.1;0.88;1;4.4;5.4;2.6;0.8;0.4;1.4;1.7;19.7
144;Rudy Gay;SF;29;SAC;46;46;33.6;7;14.9;0.473;1.1;3.2;0.342;6;11.7;0.508;0.509;2.7;3.4;0.797;1.6;5.2;6.7;1.7;1.2;0.7;1.8;2.7;17.9
145;Alonzo Gee;SF;28;NOP;53;34;21.5;1.6;3.3;0.491;0.3;1;0.294;1.3;2.3;0.573;0.534;0.5;0.6;0.788;0.7;2.4;3.1;0.9;0.9;0.2;0.7;2.3;4
155;Jerami Grant;SF;21;PHI;51;32;25.7;3.1;7.2;0.435;0.4;1.9;0.227;2.7;5.3;0.509;0.465;2.5;3.6;0.676;1.3;3.4;4.6;1.6;0.7;1.6;1.3;2.8;9.2
162;Jeff Green;SF;29;MEM;53;31;29.1;4.5;10.5;0.431;0.8;2.6;0.309;3.7;7.9;0.47;0.469;2.3;2.9;0.8;1;3.5;4.5;1.8;0.8;0.4;1.3;1.9;12.2
164;P.J. Hairston;SF;23;CHO;48;43;19.5;2.1;5.8;0.359;1.1;3.6;0.314;0.9;2.2;0.433;0.457;0.7;0.9;0.81;0.4;2.3;2.7;0.6;0.5;0.1;0.5;2.2;6
168;Maurice Harkless;SF;22;POR;52;3;17.2;2.1;4.4;0.476;0.4;1.6;0.28;1.7;2.9;0.584;0.526;0.7;1.3;0.538;1.1;2.1;3.2;0.8;0.6;0.4;0.8;1.3;5.3
178;Gordon Hayward;SF;25;UTA;52;52;36.1;6.6;15.1;0.434;1.8;5.1;0.352;4.8;10;0.476;0.494;4.9;6;0.826;0.8;4.3;5.1;3.7;1.1;0.3;2.6;2.3;19.9
181;Mario Hezonja;SF;20;ORL;49;0;15.2;2;4.6;0.43;0.8;2.1;0.363;1.2;2.5;0.488;0.513;0.7;0.7;0.944;0.4;1.4;1.8;1.1;0.2;0.2;1.2;1.4;5.4
187;Solomon Hill;SF;24;IND;30;1;11.2;1.2;3.1;0.387;0.2;0.9;0.179;1;2.2;0.477;0.414;0.6;0.7;0.95;0.6;1.6;2.2;0.8;0.5;0.3;0.4;1;3.2
188;Darrun Hilliard;SF;22;DET;22;0;9.3;1.4;3.3;0.431;0.4;1.1;0.36;1;2.1;0.468;0.493;0.6;0.9;0.684;0.2;0.7;0.9;0.6;0.2;0;0.5;0.8;3.8
193;Rondae Hollis-Jefferson;SF;21;BRK;19;14;22.1;2.1;4.3;0.481;0.1;0.3;0.2;2;4;0.5;0.488;1.1;1.6;0.667;1.7;4.4;6.1;1.4;1.4;0.4;1.1;2.2;5.2
204;Joe Ingles;SF;28;UTA;51;0;14.3;1.5;3.5;0.419;0.9;2.4;0.366;0.6;1.1;0.536;0.545;0.2;0.2;0.8;0.2;1.4;1.6;1.1;0.6;0.1;0.7;1.3;4
205;Damien Inglis;SF;20;MIL;8;0;5.3;0.3;1;0.25;0.1;0.6;0.2;0.1;0.4;0.333;0.313;0.4;0.5;0.75;0.1;1;1.1;0.3;0.3;0;0.5;0.6;1
209;LeBron James;SF;31;CLE;51;51;35.9;9.5;18.8;0.504;1.1;3.8;0.277;8.4;15;0.561;0.532;5;6.9;0.717;1.2;6;7.1;6.5;1.4;0.7;3.1;1.9;25
212;Richard Jefferson;SF;35;CLE;48;3;18.5;2;4.4;0.455;0.9;2.4;0.395;1;2;0.526;0.562;0.7;1.2;0.586;0.2;1.3;1.5;0.9;0.4;0.3;0.6;1.9;5.6
217;Chris Johnson;SF;25;UTA;43;1;11.9;1;2.7;0.371;0.4;1.4;0.295;0.6;1.3;0.455;0.448;0.6;0.7;0.781;0.4;1.5;2;0.8;0.6;0.2;0.6;1.4;3
219;Joe Johnson;SF;34;BRK;54;54;33.9;4.3;10.7;0.4;1.5;4.1;0.371;2.8;6.6;0.418;0.471;1.4;1.7;0.846;0.6;3.2;3.8;4.1;0.7;0;2;1.7;11.5
221;Stanley Johnson;SF;19;DET;54;5;24;3.5;8.9;0.39;0.9;3;0.315;2.5;5.9;0.428;0.443;1.2;1.5;0.788;0.8;3.4;4.2;1.6;0.7;0.1;1.5;2.6;9.1
223;Wesley Johnson;SF;28;LAC;53;6;19.4;2.5;6;0.423;1.3;3.9;0.34;1.2;2.1;0.575;0.533;0.4;0.7;0.6;0.5;2.3;2.8;0.6;1.1;0.7;0.6;2.1;6.8
225;James Jones;SF;35;CLE;35;0;9.6;1.1;2.9;0.37;0.8;2.2;0.355;0.3;0.7;0.417;0.505;0.5;0.6;0.762;0.2;0.9;1.1;0.4;0.2;0.2;0.3;1.3;3.3
233;Sergey Karasev;SF;22;BRK;24;0;6;0.4;1;0.375;0.1;0.5;0.182;0.3;0.5;0.538;0.417;0.3;0.3;1;0.1;0.6;0.8;0.3;0;0;0.3;0.3;1.1
236;Michael Kidd-Gilchrist;SF;22;CHO;7;7;29.3;4.7;8.7;0.541;0.4;1;0.429;4.3;7.7;0.556;0.566;2.9;4.1;0.69;1.7;4.7;6.4;1.3;0.4;0.4;1.1;1.3;12.7
250;Kawhi Leonard;SF;24;SAS;51;51;32.5;7.4;14.4;0.51;1.8;3.7;0.482;5.5;10.7;0.52;0.573;3.7;4.2;0.875;1.3;5.4;6.7;2.5;1.8;0.9;1.5;1.7;20.2
278;Doug McDermott;SF;24;CHI;51;4;22.4;3.2;7.4;0.435;1.4;3.2;0.424;1.8;4.2;0.443;0.528;0.5;0.5;0.852;0.4;1.9;2.3;0.6;0.2;0.1;0.8;1.5;8.3
288;C.J. Miles;SF;28;IND;48;24;24.8;4.1;10.3;0.393;2.1;6.2;0.345;1.9;4.2;0.465;0.496;1.7;2.3;0.734;0.5;2.7;3.1;1.1;1;0.5;1.2;2.3;11.9
